routing,ts,type,attacker,attacker_ip,target,target_ip,proto,duration_sec,details,severity,is_anomaly,sim_hour
spf,1785391139.0553167,syn_flood,mob2,10.8.0.2,origin,10.5.0.1,tcp,3,port=443 count=152,critical,True,2.7
spf,1785391165.0567214,udp_flood,corp1,10.7.0.1,root1,10.1.0.1,udp,7,port=161 count=115,critical,True,3.2
spf,1785391186.063003,ping_sweep,home1,10.9.0.1,cdn2,10.4.0.2,icmp,13,subnet=10.4.0.0/24,low,True,3.5
spf,1785391218.171969,port_scan,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,4,ports=951-963,medium,True,4.1
spf,1785391227.1784904,data_exfil,home2,10.9.0.2,origin,10.5.0.1,tcp,7,exfil_rate=263K,critical,True,4.2
spf,1785391244.179697,dns_amplify,mob2,10.8.0.2,cdn2,10.4.0.2,udp,12,dns_amplification,high,True,4.5
spf,1785391287.431567,ping_sweep,home1,10.9.0.1,root1,10.1.0.1,icmp,15,subnet=10.1.0.0/24,low,True,5.2
spf,1785391295.6627033,syn_flood,home2,10.9.0.2,cdn2,10.4.0.2,tcp,7,port=22 count=98,critical,True,5.3
spf,1785391318.663218,slowloris,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,7,slowloris_connections,high,True,5.7
spf,1785391336.6650648,slowloris,home2,10.9.0.2,cdn2,10.4.0.2,tcp,4,slowloris_connections,high,True,6.0
policy,1785391980.1965697,udp_flood,home2,10.9.0.2,cdn2,10.4.0.2,udp,12,port=161 count=175,critical,True,1.0
policy,1785392004.1970472,port_scan,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,14,ports=124-140,medium,True,1.4
policy,1785392013.2001293,slowloris,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,15,slowloris_connections,high,True,1.5
policy,1785392055.2006738,data_exfil,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,10,exfil_rate=849K,critical,True,2.2
policy,1785392107.2020023,port_scan,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,14,ports=929-941,medium,True,3.1
policy,1785392115.2028878,udp_flood,mob1,10.8.0.1,isp_gw,10.2.0.1,udp,14,port=53 count=54,critical,True,3.2
policy,1785392124.2031703,udp_flood,home1,10.9.0.1,isp_gw,10.2.0.1,udp,4,port=123 count=105,critical,True,3.4
policy,1785392136.207334,ping_sweep,corp2,10.7.0.2,cdn2,10.4.0.2,icmp,14,subnet=10.4.0.0/24,low,True,3.6
policy,1785392150.2081697,data_exfil,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,11,exfil_rate=735K,critical,True,3.8
policy,1785392155.2091303,dns_amplify,corp1,10.7.0.1,origin,10.5.0.1,udp,4,dns_amplification,high,True,3.9
policy,1785392172.2104502,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,7,ports=696-706,medium,True,4.2
policy,1785392180.211546,syn_flood,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,5,port=80 count=88,critical,True,4.3
policy,1785392226.2189643,slowloris,corp2,10.7.0.2,origin,10.5.0.1,tcp,10,slowloris_connections,high,True,5.1
policy,1785392239.2201211,port_scan,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,2,ports=493-513,medium,True,5.3
policy,1785392304.2219603,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,8,ports=402-420,medium,True,6.4
policy,1785392319.2235374,brute_force,home1,10.9.0.1,cdn2,10.4.0.2,tcp,9,http_brute_force,high,True,6.6
policy,1785392336.2261257,slowloris,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,10,slowloris_connections,high,True,6.9
policy,1785392354.2272766,syn_flood,home1,10.9.0.1,origin,10.5.0.1,tcp,11,port=8080 count=52,critical,True,7.2
policy,1785392371.230889,udp_flood,corp2,10.7.0.2,origin,10.5.0.1,udp,9,port=53 count=95,critical,True,7.5
policy,1785392460.2342472,brute_force,home2,10.9.0.2,cdn1,10.4.0.1,tcp,2,http_brute_force,high,True,9.0
policy,1785392480.235294,dns_amplify,home1,10.9.0.1,root1,10.1.0.1,udp,14,dns_amplification,high,True,9.3
policy,1785392501.240112,brute_force,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,11,http_brute_force,high,True,9.7
policy,1785392556.2411516,udp_flood,mob2,10.8.0.2,isp_gw,10.2.0.1,udp,13,port=53 count=125,critical,True,10.6
policy,1785392576.243283,brute_force,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,5,http_brute_force,high,True,10.9
policy,1785392614.2439766,udp_flood,mob1,10.8.0.1,cdn1,10.4.0.1,udp,13,port=161 count=93,critical,True,11.5
policy,1785392621.2447462,dns_amplify,mob1,10.8.0.1,cdn1,10.4.0.1,udp,6,dns_amplification,high,True,11.7
policy,1785392661.245268,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,11,ports=858-871,medium,True,12.3
policy,1785392753.2485995,ping_sweep,home1,10.9.0.1,isp_gw,10.2.0.1,icmp,6,subnet=10.2.0.0/24,low,True,13.9
policy,1785392785.2542486,slowloris,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,5,slowloris_connections,high,True,14.4
policy,1785392791.2552223,port_scan,mob1,10.8.0.1,root1,10.1.0.1,tcp,7,ports=645-652,medium,True,14.5
policy,1785392910.2574434,udp_flood,home2,10.9.0.2,origin,10.5.0.1,udp,10,port=53 count=78,critical,True,16.5
policy,1785392936.2585962,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,14,port=123 count=139,critical,True,16.9
policy,1785393013.260251,udp_flood,corp1,10.7.0.1,root1,10.1.0.1,udp,11,port=53 count=163,critical,True,18.2
policy,1785393149.262694,dns_amplify,corp2,10.7.0.2,cdn2,10.4.0.2,udp,12,dns_amplification,high,True,20.5
policy,1785393173.2669358,ping_sweep,home2,10.9.0.2,cdn2,10.4.0.2,icmp,4,subnet=10.4.0.0/24,low,True,20.9
policy,1785393188.2696753,syn_flood,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,14,port=443 count=50,critical,True,21.1
policy,1785393229.2708132,port_scan,corp1,10.7.0.1,origin,10.5.0.1,tcp,6,ports=118-131,medium,True,21.8
policy,1785393263.2729752,ping_sweep,home1,10.9.0.1,cdn2,10.4.0.2,icmp,11,subnet=10.4.0.0/24,low,True,22.4
policy,1785393430.2757137,port_scan,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,7,ports=81-96,medium,True,1.1
policy,1785393443.2776108,ping_sweep,home1,10.9.0.1,cdn2,10.4.0.2,icmp,8,subnet=10.4.0.0/24,low,True,1.4
policy,1785393451.278649,dns_amplify,home2,10.9.0.2,cdn1,10.4.0.1,udp,14,dns_amplification,high,True,1.5
policy,1785393483.2792656,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,4,port=1900 count=108,critical,True,2.0
policy,1785393505.2805698,port_scan,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,3,ports=771-781,medium,True,2.4
policy,1785393516.2815337,data_exfil,corp1,10.7.0.1,origin,10.5.0.1,tcp,15,exfil_rate=639K,critical,True,2.6
policy,1785393538.282797,udp_flood,home1,10.9.0.1,isp_gw,10.2.0.1,udp,15,port=161 count=127,critical,True,2.9
policy,1785393549.2831445,data_exfil,home1,10.9.0.1,origin,10.5.0.1,tcp,5,exfil_rate=125K,critical,True,3.1
policy,1785393557.2839603,syn_flood,home1,10.9.0.1,root1,10.1.0.1,tcp,8,port=80 count=99,critical,True,3.3
policy,1785393588.2844222,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,10,ports=561-579,medium,True,3.8
policy,1785393625.2874053,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,15,http_brute_force,high,True,4.4
policy,1785393661.2887018,syn_flood,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,4,port=8080 count=89,critical,True,5.0
policy,1785393671.2890608,syn_flood,corp1,10.7.0.1,root1,10.1.0.1,tcp,5,port=80 count=87,critical,True,5.2
policy,1785393690.2901952,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,5,ports=412-417,medium,True,5.5
static,1785391932.5508802,port_scan,home2,10.9.0.2,root1,10.1.0.1,tcp,14,ports=941-947,medium,True,0.3
static,1785391939.5516453,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,6,ports=154-173,medium,True,0.5
static,1785391963.5526648,udp_flood,corp2,10.7.0.2,origin,10.5.0.1,udp,6,port=53 count=79,critical,True,0.9
static,1785391984.5536516,dns_amplify,home1,10.9.0.1,origin,10.5.0.1,udp,7,dns_amplification,high,True,1.2
static,1785391998.5545995,port_scan,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,10,ports=964-981,medium,True,1.4
static,1785392025.5556612,dns_amplify,home2,10.9.0.2,root1,10.1.0.1,udp,10,dns_amplification,high,True,1.9
static,1785392039.555976,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,7,port=161 count=161,critical,True,2.1
static,1785392067.5617838,port_scan,home1,10.9.0.1,origin,10.5.0.1,tcp,12,ports=286-304,medium,True,2.6
static,1785392082.5627253,port_scan,mob1,10.8.0.1,origin,10.5.0.1,tcp,8,ports=947-967,medium,True,2.8
static,1785392096.5630045,brute_force,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,12,http_brute_force,high,True,3.1
static,1785392115.5634391,data_exfil,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,10,exfil_rate=742K,critical,True,3.4
static,1785392140.5669637,slowloris,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,7,slowloris_connections,high,True,3.8
static,1785392160.5678768,dns_amplify,corp2,10.7.0.2,cdn2,10.4.0.2,udp,11,dns_amplification,high,True,4.1
static,1785392227.5687013,syn_flood,mob2,10.8.0.2,root1,10.1.0.1,tcp,7,port=22 count=65,critical,True,5.3
static,1785392240.5689647,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,15,port=1900 count=84,critical,True,5.5
static,1785392272.570823,ping_sweep,home2,10.9.0.2,cdn2,10.4.0.2,icmp,10,subnet=10.4.0.0/24,low,True,6.0
static,1785392278.5717304,syn_flood,home1,10.9.0.1,origin,10.5.0.1,tcp,10,port=80 count=63,critical,True,6.1
static,1785392292.5720494,port_scan,home2,10.9.0.2,cdn1,10.4.0.1,tcp,7,ports=511-526,medium,True,6.3
static,1785392316.572476,slowloris,corp2,10.7.0.2,root1,10.1.0.1,tcp,9,slowloris_connections,high,True,6.7
static,1785392333.573562,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,15,port=123 count=142,critical,True,7.0
static,1785392347.573854,dns_amplify,mob1,10.8.0.1,isp_gw,10.2.0.1,udp,4,dns_amplification,high,True,7.3
static,1785392367.5747244,port_scan,home2,10.9.0.2,origin,10.5.0.1,tcp,3,ports=891-904,medium,True,7.6
static,1785392398.5767205,data_exfil,mob2,10.8.0.2,origin,10.5.0.1,tcp,3,exfil_rate=920K,critical,True,8.1
static,1785392420.5793014,slowloris,home1,10.9.0.1,cdn1,10.4.0.1,tcp,8,slowloris_connections,high,True,8.5
static,1785392442.580587,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,6,ports=263-277,medium,True,8.8
static,1785392451.5865588,data_exfil,home2,10.9.0.2,cdn1,10.4.0.1,tcp,14,exfil_rate=600K,critical,True,9.0
static,1785392507.588272,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,10,port=53 count=146,critical,True,9.9
static,1785392543.5907593,ping_sweep,mob2,10.8.0.2,root1,10.1.0.1,icmp,14,subnet=10.1.0.0/24,low,True,10.5
static,1785392557.591599,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,5,ports=186-196,medium,True,10.8
static,1785392594.5950708,brute_force,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,2,http_brute_force,high,True,11.4
static,1785392608.5960467,udp_flood,home2,10.9.0.2,cdn1,10.4.0.1,udp,2,port=1900 count=130,critical,True,11.6
static,1785392657.597221,port_scan,mob2,10.8.0.2,origin,10.5.0.1,tcp,6,ports=910-927,medium,True,12.4
static,1785392675.5983086,udp_flood,home1,10.9.0.1,isp_gw,10.2.0.1,udp,9,port=123 count=120,critical,True,12.7
static,1785392698.602505,dns_amplify,home1,10.9.0.1,cdn1,10.4.0.1,udp,4,dns_amplification,high,True,13.1
static,1785392710.6044688,brute_force,home1,10.9.0.1,cdn2,10.4.0.2,tcp,7,http_brute_force,high,True,13.3
static,1785392777.6055489,port_scan,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,13,ports=20-40,medium,True,14.4
static,1785392798.6064696,udp_flood,home2,10.9.0.2,cdn1,10.4.0.1,udp,13,port=123 count=103,critical,True,14.8
static,1785392817.607642,udp_flood,corp2,10.7.0.2,cdn1,10.4.0.1,udp,13,port=123 count=125,critical,True,15.1
static,1785392871.6114478,ping_sweep,home2,10.9.0.2,root1,10.1.0.1,icmp,10,subnet=10.1.0.0/24,low,True,16.0
static,1785392945.6128097,port_scan,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,4,ports=265-279,medium,True,17.2
static,1785392973.6139567,port_scan,corp2,10.7.0.2,root1,10.1.0.1,tcp,10,ports=642-650,medium,True,17.7
static,1785393031.6152265,data_exfil,mob2,10.8.0.2,root1,10.1.0.1,tcp,12,exfil_rate=853K,critical,True,18.7
static,1785393136.616407,syn_flood,mob1,10.8.0.1,origin,10.5.0.1,tcp,4,port=8080 count=195,critical,True,20.4
static,1785393160.6175833,dns_amplify,mob2,10.8.0.2,isp_gw,10.2.0.1,udp,8,dns_amplification,high,True,20.8
static,1785393175.6187866,dns_amplify,home2,10.9.0.2,cdn1,10.4.0.1,udp,9,dns_amplification,high,True,21.1
static,1785393188.6263049,brute_force,home1,10.9.0.1,cdn1,10.4.0.1,tcp,15,http_brute_force,high,True,21.3
static,1785393218.6275218,port_scan,home2,10.9.0.2,root1,10.1.0.1,tcp,12,ports=695-703,medium,True,21.8
static,1785393232.6278155,dns_amplify,home2,10.9.0.2,isp_gw,10.2.0.1,udp,5,dns_amplification,high,True,22.0
static,1785393250.6287043,syn_flood,mob1,10.8.0.1,root1,10.1.0.1,tcp,14,port=8080 count=184,critical,True,22.3
static,1785393266.630914,brute_force,home1,10.9.0.1,cdn1,10.4.0.1,tcp,4,http_brute_force,high,True,22.6
static,1785393365.6320891,port_scan,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,2,ports=495-511,medium,True,0.2
static,1785393379.633066,port_scan,corp1,10.7.0.1,origin,10.5.0.1,tcp,14,ports=104-124,medium,True,0.5
static,1785393409.634192,dns_amplify,mob1,10.8.0.1,origin,10.5.0.1,udp,5,dns_amplification,high,True,1.0
static,1785393422.6351705,udp_flood,corp1,10.7.0.1,cdn2,10.4.0.2,udp,14,port=161 count=120,critical,True,1.2
static,1785393437.6385758,syn_flood,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,9,port=8080 count=160,critical,True,1.4
static,1785393442.6396894,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,9,port=80 count=131,critical,True,1.5
static,1785393454.6406405,dns_amplify,corp1,10.7.0.1,cdn2,10.4.0.2,udp,13,dns_amplification,high,True,1.7
static,1785393471.6416984,port_scan,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,14,ports=972-983,medium,True,2.0
static,1785393488.6450975,brute_force,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,8,http_brute_force,high,True,2.3
static,1785393524.6455166,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,13,ports=132-149,medium,True,2.9
static,1785393542.6458995,slowloris,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,5,slowloris_connections,high,True,3.2
static,1785393561.647351,udp_flood,mob2,10.8.0.2,cdn1,10.4.0.1,udp,8,port=53 count=58,critical,True,3.5
static,1785393579.6483192,dns_amplify,corp1,10.7.0.1,root1,10.1.0.1,udp,6,dns_amplification,high,True,3.8
static,1785393597.6491582,port_scan,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,2,ports=348-361,medium,True,4.1
static,1785393606.6502397,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,15,ports=440-445,medium,True,4.2
static,1785393617.653335,brute_force,home2,10.9.0.2,cdn1,10.4.0.1,tcp,7,http_brute_force,high,True,4.4
static,1785393638.6543558,udp_flood,home1,10.9.0.1,origin,10.5.0.1,udp,4,port=161 count=102,critical,True,4.8
static,1785393650.6551957,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,13,port=161 count=198,critical,True,5.0
static,1785393667.657131,ping_sweep,home1,10.9.0.1,cdn1,10.4.0.1,icmp,10,subnet=10.4.0.0/24,low,True,5.3
static,1785393683.658162,port_scan,corp1,10.7.0.1,root1,10.1.0.1,tcp,8,ports=280-286,medium,True,5.5
hybrid,1785405809.7764757,slowloris,home2,10.9.0.2,origin,10.5.0.1,tcp,15,slowloris_connections,high,True,0.1
hybrid,1785405849.5868971,slowloris,home2,10.9.0.2,root1,10.1.0.1,tcp,4,slowloris_connections,high,True,0.8
hybrid,1785405886.385254,syn_flood,corp1,10.7.0.1,origin,10.5.0.1,tcp,2,port=8080 count=188,critical,True,1.4
hybrid,1785405894.178848,port_scan,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,9,ports=919-937,medium,True,1.5
hybrid,1785405919.1796274,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,11,ports=284-302,medium,True,2.0
hybrid,1785405945.9962575,slowloris,home1,10.9.0.1,root1,10.1.0.1,tcp,12,slowloris_connections,high,True,2.4
hybrid,1785405963.813147,syn_flood,home1,10.9.0.1,origin,10.5.0.1,tcp,4,port=22 count=98,critical,True,2.7
hybrid,1785405973.8137395,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,15,ports=275-288,medium,True,2.9
hybrid,1785405989.814345,port_scan,home1,10.9.0.1,origin,10.5.0.1,tcp,7,ports=860-880,medium,True,3.1
hybrid,1785406008.6326218,slowloris,home2,10.9.0.2,root1,10.1.0.1,tcp,9,slowloris_connections,high,True,3.4
hybrid,1785406021.6332731,udp_flood,corp2,10.7.0.2,origin,10.5.0.1,udp,5,port=123 count=158,critical,True,3.7
hybrid,1785406059.238461,slowloris,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,7,slowloris_connections,high,True,4.3
hybrid,1785406108.0317202,port_scan,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,4,ports=585-602,medium,True,5.1
hybrid,1785406125.8336003,udp_flood,mob1,10.8.0.1,cdn1,10.4.0.1,udp,14,port=53 count=80,critical,True,5.4
hybrid,1785406133.8342578,udp_flood,corp1,10.7.0.1,root1,10.1.0.1,udp,9,port=1900 count=147,critical,True,5.5
hybrid,1785406166.6355286,dns_amplify,mob1,10.8.0.1,cdn1,10.4.0.1,udp,15,dns_amplification,high,True,6.1
hybrid,1785406179.637092,brute_force,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,2,http_brute_force,high,True,6.3
hybrid,1785406195.4444904,port_scan,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,8,ports=635-651,medium,True,6.6
hybrid,1785406212.4453998,syn_flood,home2,10.9.0.2,root1,10.1.0.1,tcp,5,port=8080 count=154,critical,True,6.8
hybrid,1785406230.2534354,udp_flood,mob1,10.8.0.1,root1,10.1.0.1,udp,15,port=123 count=113,critical,True,7.1
hybrid,1785406237.2540278,udp_flood,home1,10.9.0.1,cdn2,10.4.0.2,udp,3,port=1900 count=124,critical,True,7.3
hybrid,1785406278.0510654,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,2,http_brute_force,high,True,7.9
hybrid,1785406283.0516682,dns_amplify,home1,10.9.0.1,isp_gw,10.2.0.1,udp,7,dns_amplification,high,True,8.0
hybrid,1785406294.8298137,udp_flood,mob1,10.8.0.1,root1,10.1.0.1,udp,13,port=53 count=131,critical,True,8.2
hybrid,1785406305.8303902,syn_flood,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,3,port=80 count=75,critical,True,8.4
hybrid,1785406354.5908234,brute_force,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,7,http_brute_force,high,True,9.2
hybrid,1785406370.33828,udp_flood,corp2,10.7.0.2,isp_gw,10.2.0.1,udp,15,port=53 count=129,critical,True,9.5
hybrid,1785406409.0659502,port_scan,corp1,10.7.0.1,root1,10.1.0.1,tcp,12,ports=143-160,medium,True,10.1
hybrid,1785406415.066478,port_scan,corp1,10.7.0.1,origin,10.5.0.1,tcp,14,ports=124-129,medium,True,10.2
hybrid,1785406463.529041,ping_sweep,home2,10.9.0.2,cdn1,10.4.0.1,icmp,6,subnet=10.4.0.0/24,low,True,11.0
hybrid,1785406494.4995098,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,5,ports=616-631,medium,True,11.5
hybrid,1785406534.311323,dns_amplify,mob2,10.8.0.2,isp_gw,10.2.0.1,udp,12,dns_amplification,high,True,12.2
hybrid,1785406544.311976,port_scan,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,5,ports=860-869,medium,True,12.4
hybrid,1785406599.2743351,dns_amplify,mob2,10.8.0.2,cdn2,10.4.0.2,udp,11,dns_amplification,high,True,13.3
hybrid,1785406630.2809868,ping_sweep,mob1,10.8.0.1,root1,10.1.0.1,icmp,5,subnet=10.1.0.0/24,low,True,13.8
hybrid,1785406663.9955602,port_scan,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,11,ports=847-867,medium,True,14.4
hybrid,1785406669.996278,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,2,port=123 count=196,critical,True,14.5
hybrid,1785406741.700805,syn_flood,mob1,10.8.0.1,root1,10.1.0.1,tcp,12,port=80 count=88,critical,True,15.7
hybrid,1785406792.4214396,port_scan,home2,10.9.0.2,cdn1,10.4.0.1,tcp,9,ports=229-245,medium,True,16.5
hybrid,1785406800.4220328,port_scan,home2,10.9.0.2,root1,10.1.0.1,tcp,13,ports=362-382,medium,True,16.6
hybrid,1785406814.4221957,ping_sweep,home2,10.9.0.2,origin,10.5.0.1,icmp,4,subnet=10.5.0.0/24,low,True,16.9
hybrid,1785406831.2843542,udp_flood,mob1,10.8.0.1,origin,10.5.0.1,udp,2,port=1900 count=174,critical,True,17.2
hybrid,1785406848.2846725,syn_flood,mob2,10.8.0.2,root1,10.1.0.1,tcp,2,port=8080 count=79,critical,True,17.4
hybrid,1785406899.012345,slowloris,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,7,slowloris_connections,high,True,18.3
hybrid,1785406937.8724723,port_scan,corp1,10.7.0.1,root1,10.1.0.1,tcp,11,ports=674-680,medium,True,18.9
hybrid,1785406955.7351744,port_scan,home2,10.9.0.2,cdn1,10.4.0.1,tcp,12,ports=978-994,medium,True,19.2
hybrid,1785406983.7361238,port_scan,corp2,10.7.0.2,origin,10.5.0.1,tcp,7,ports=446-459,medium,True,19.7
hybrid,1785407027.4623082,slowloris,mob2,10.8.0.2,root1,10.1.0.1,tcp,13,slowloris_connections,high,True,20.4
hybrid,1785407064.345477,syn_flood,corp2,10.7.0.2,root1,10.1.0.1,tcp,7,port=443 count=88,critical,True,21.0
hybrid,1785407112.2082086,udp_flood,home1,10.9.0.1,isp_gw,10.2.0.1,udp,6,port=161 count=101,critical,True,21.8
hybrid,1785407144.3048768,port_scan,mob2,10.8.0.2,root1,10.1.0.1,tcp,9,ports=274-288,medium,True,22.4
hybrid,1785407175.0965216,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,9,port=8080 count=79,critical,True,22.9
hybrid,1785407232.9600854,dns_amplify,home2,10.9.0.2,isp_gw,10.2.0.1,udp,9,dns_amplification,high,True,23.9
hybrid,1785407251.8759987,data_exfil,home2,10.9.0.2,origin,10.5.0.1,tcp,9,exfil_rate=840K,critical,True,0.2
hybrid,1785407285.80261,data_exfil,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,15,exfil_rate=171K,critical,True,0.7
hybrid,1785407308.8039095,ping_sweep,home1,10.9.0.1,isp_gw,10.2.0.1,icmp,12,subnet=10.2.0.0/24,low,True,1.1
hybrid,1785407335.849002,ping_sweep,mob2,10.8.0.2,root1,10.1.0.1,icmp,15,subnet=10.1.0.0/24,low,True,1.6
hybrid,1785407371.785196,syn_flood,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,12,port=443 count=112,critical,True,2.2
hybrid,1785407396.866889,brute_force,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,4,http_brute_force,high,True,2.6
hybrid,1785407405.8676035,port_scan,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,6,ports=229-240,medium,True,2.7
hybrid,1785407431.9241269,ping_sweep,home1,10.9.0.1,isp_gw,10.2.0.1,icmp,4,subnet=10.2.0.0/24,low,True,3.2
hybrid,1785407443.9247012,port_scan,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,7,ports=37-48,medium,True,3.4
hybrid,1785407464.0153608,syn_flood,home1,10.9.0.1,cdn1,10.4.0.1,tcp,4,port=8080 count=55,critical,True,3.7
hybrid,1785407492.1205018,syn_flood,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,5,port=8080 count=52,critical,True,4.2
hybrid,1785407497.1211343,udp_flood,mob2,10.8.0.2,cdn1,10.4.0.1,udp,3,port=161 count=157,critical,True,4.3
hybrid,1785407503.1228962,slowloris,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,6,slowloris_connections,high,True,4.4
hybrid,1785407513.123104,port_scan,home2,10.9.0.2,cdn2,10.4.0.2,tcp,3,ports=69-88,medium,True,4.5
hybrid,1785407534.224678,slowloris,mob2,10.8.0.2,root1,10.1.0.1,tcp,4,slowloris_connections,high,True,4.9
hybrid,1785407542.2258816,ping_sweep,home2,10.9.0.2,cdn1,10.4.0.1,icmp,10,subnet=10.4.0.0/24,low,True,5.0
hybrid,1785407574.3355188,syn_flood,home2,10.9.0.2,root1,10.1.0.1,tcp,10,port=443 count=158,critical,True,5.5
hybrid,1785407606.417804,dns_amplify,corp1,10.7.0.1,isp_gw,10.2.0.1,udp,4,dns_amplification,high,True,6.1
