routing,ts,type,client,server,proto,rate,load_factor,status,response_ms,severity,rebuffer,buffer_ratio
bgp,1785390330.0536797,video,mob2,isp_gw,udp,497K,0.67,,,,,
bgp,1785390330.708873,abr_stream,corp2,cdn2,tcp,360p:700K,,,,,False,1.04
bgp,1785390330.798784,voip,home2,origin,udp,51K,0.66,,,,,
bgp,1785390330.985473,http,home1,origin,tcp,GET:index.html,,200.0,133.9,,,
bgp,1785390331.9771106,http,corp2,root1,tcp,GET:index.html,,200.0,0.02,,,
bgp,1785390332.8210428,web,mob1,root1,tcp,235K,0.65,,,,,
bgp,1785390333.4308105,http,corp1,origin,tcp,GET:small.bin,,200.0,82.51,,,
bgp,1785390333.986088,abr_stream,corp2,cdn2,tcp,360p:799K,,,,,False,1.15
bgp,1785390334.598492,bulk,corp1,origin,tcp,1470K,0.57,,,,,
bgp,1785390335.5221932,http,mob2,cdn2,tcp,GET:small.bin,,404.0,788.37,,,
bgp,1785390336.4149408,streaming,home2,root1,tcp,2323K,0.61,,,,,
bgp,1785390336.7216885,web,home1,isp_gw,tcp,1033K,0.58,,,,,
bgp,1785390337.022085,http,mob1,isp_gw,tcp,GET:small.bin,,200.0,373.74,,,
bgp,1785390337.2599456,abr_stream,corp2,cdn2,tcp,360p:606K,,,,,False,1.1
bgp,1785390337.3148384,video,corp2,isp_gw,udp,2261K,0.58,,,,,
bgp,1785390338.0842955,http,corp2,cdn2,tcp,GET:large.bin,,200.0,528.63,,,
bgp,1785390338.6854804,email,corp2,cdn1,tcp,21K,0.6,,,,,
bgp,1785390339.3424728,iot,corp1,isp_gw,udp,4K,0.58,,,,,
bgp,1785390339.4477575,http,home2,origin,tcp,GET:index.html,,404.0,218.96,,,
bgp,1785390339.679932,p2p,mob1,cdn2,tcp,3416K,0.63,,,,,
bgp,1785390340.5128272,http,mob1,cdn2,tcp,GET:small.bin,,200.0,224.08,,,
bgp,1785390340.8823612,voip,home1,cdn2,udp,34K,0.63,,,,,
bgp,1785390341.6010149,video,home1,cdn2,udp,1255K,0.65,,,,,
bgp,1785390342.9794092,web,mob1,cdn1,tcp,824K,0.55,,,,,
bgp,1785390343.1415389,http,corp1,cdn2,tcp,POST:small.bin,,404.0,2313.41,,,
bgp,1785390344.2208889,web,home2,origin,tcp,81K,0.58,,,,,
bgp,1785390344.46665,http,mob2,cdn2,tcp,GET:medium.bin,,301.0,561.51,,,
bgp,1785390345.225598,ssh,home1,cdn1,tcp,7K,0.55,,,,,
bgp,1785390345.623733,http,corp1,root1,tcp,GET:large.bin,,503.0,47.48,,,
bgp,1785390346.05703,web,mob2,cdn2,tcp,205K,0.58,,,,,
bgp,1785390346.5043583,http,corp2,root1,tcp,GET:index.html,,200.0,65.54,,,
bgp,1785390347.6455054,dns,mob1,isp_gw,udp,6K,0.59,,,,,
bgp,1785390348.0240536,streaming,mob2,isp_gw,tcp,1202K,0.55,,,,,
bgp,1785390349.2486212,p2p,mob2,root1,tcp,3688K,0.62,,,,,
bgp,1785390349.9840262,dns,corp2,cdn2,udp,8K,0.54,,,,,
bgp,1785390350.8577054,http,corp1,origin,tcp,POST:medium.bin,,200.0,2874.92,,,
bgp,1785390351.532573,gaming,corp2,origin,udp,84K,0.62,,,,,
bgp,1785390352.9362311,https,corp1,isp_gw,tcp,191K,0.55,,,,,
bgp,1785390353.165935,http,corp1,origin,tcp,POST:large.bin,,200.0,1585.43,,,
bgp,1785390353.390175,voip,home2,origin,udp,31K,0.58,,,,,
bgp,1785390353.7738018,http,mob2,cdn2,tcp,POST:medium.bin,,200.0,0.02,,,
bgp,1785390354.6768894,ssh,home1,isp_gw,tcp,20K,0.59,,,,,
bgp,1785390354.6770847,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,119.37,,,
bgp,1785390355.2101612,cloud,home1,root1,tcp,270K,0.59,,,,,
bgp,1785390356.474754,http,corp2,cdn2,tcp,GET:large.bin,,200.0,240.99,,,
bgp,1785390356.5419784,web,corp1,origin,tcp,984K,0.53,,,,,
bgp,1785390357.862121,http,corp2,root1,tcp,GET:small.bin,,200.0,175.7,,,
bgp,1785390358.3476446,web,mob1,cdn2,tcp,1128K,0.59,,,,,
bgp,1785390358.8803384,http,corp2,origin,tcp,GET:large.bin,,200.0,252.1,,,
bgp,1785390359.2364037,video,home1,root1,udp,1288K,0.59,,,,,
bgp,1785390359.5658317,gaming,corp1,root1,udp,86K,0.6,,,,,
bgp,1785390360.4889193,http,mob1,cdn1,tcp,GET:small.bin,,200.0,227.13,,,
bgp,1785390360.5913672,web,mob1,cdn2,tcp,257K,0.52,,,,,
bgp,1785390361.716228,http,corp2,cdn2,tcp,GET:index.html,,200.0,0.01,,,
bgp,1785390362.3983912,web,corp1,origin,tcp,686K,0.57,,,,,
bgp,1785390363.1827328,http,home2,root1,tcp,GET:large.bin,,200.0,397.89,,,
bgp,1785390364.0230489,http,corp2,cdn2,tcp,GET:index.html,,200.0,0.02,,,
bgp,1785390364.0994394,web,home2,isp_gw,tcp,580K,0.57,,,,,
bgp,1785390365.8339572,web,corp2,cdn1,tcp,525K,0.53,,,,,
bgp,1785390366.801193,http,mob1,origin,tcp,POST:medium.bin,,200.0,2460.29,,,
bgp,1785390367.3304,web,home2,cdn1,tcp,69K,0.59,,,,,
bgp,1785390367.8727424,http,mob2,cdn1,tcp,GET:small.bin,,200.0,440.4,,,
bgp,1785390368.7567966,http,home2,cdn2,tcp,GET:small.bin,,200.0,224.51,,,
bgp,1785390369.117419,web,mob1,origin,tcp,880K,0.53,,,,,
bgp,1785390369.4049983,http,home1,root1,tcp,GET:small.bin,,200.0,58.84,,,
bgp,1785390369.9204452,http,home2,root1,tcp,GET:small.bin,,200.0,0.01,,,
bgp,1785390370.4836876,iot,home1,isp_gw,udp,3K,0.51,,,,,
bgp,1785390371.0326543,video,corp2,cdn1,udp,2271K,0.52,,,,,
bgp,1785390371.7805898,burst,"home2,corp1,mob2",isp_gw,tcp,high,0.55,,,,,
bgp,1785390372.762129,web,corp1,cdn1,tcp,531K,0.52,,,,,
bgp,1785390372.976156,http,home1,origin,tcp,POST:large.bin,,200.0,2373.13,,,
bgp,1785390373.6100404,http,home1,origin,tcp,GET:index.html,,500.0,189.97,,,
bgp,1785390374.6855066,video,corp2,cdn1,udp,645K,0.53,,,,,
bgp,1785390374.844638,abr_stream,mob1,isp_gw,tcp,480p:1247K,,,,,False,14.45
bgp,1785390374.9974504,http,home2,cdn2,tcp,GET:large.bin,,200.0,520.05,,,
bgp,1785390375.072255,abr_stream,mob1,isp_gw,tcp,720p:2615K,,,,,False,11.93
bgp,1785390375.2982683,abr_stream,mob1,isp_gw,tcp,1080p:6643K,,,,,False,14.66
bgp,1785390375.889778,http,corp1,isp_gw,tcp,POST:small.bin,,200.0,0.02,,,
bgp,1785390376.1314838,video,mob1,isp_gw,udp,1943K,0.5,,,,,
bgp,1785390376.2723544,http,corp1,cdn1,tcp,GET:index.html,,404.0,0.01,,,
bgp,1785390377.6709814,streaming,corp2,isp_gw,tcp,2102K,0.56,,,,,
bgp,1785390378.739241,web,mob1,isp_gw,tcp,879K,0.54,,,,,
bgp,1785390379.2431731,http,mob2,origin,tcp,GET:large.bin,,200.0,1617.39,,,
bgp,1785390379.6549263,http,corp2,cdn1,tcp,GET:small.bin,,200.0,86.07,,,
bgp,1785390380.5474436,gaming,corp1,isp_gw,udp,41K,0.51,,,,,
bgp,1785390380.9129672,http,mob1,cdn1,tcp,GET:small.bin,,200.0,223.29,,,
bgp,1785390382.320511,http,corp2,root1,tcp,GET:small.bin,,404.0,233.27,,,
bgp,1785390382.3621576,video,home1,cdn1,udp,1378K,0.5,,,,,
bgp,1785390382.766418,anomaly:dns_amplify,corp1,cdn2,udp,dns_amplification,,,,high,,
bgp,1785390383.029882,https,corp1,cdn1,tcp,1425K,0.56,,,,,
bgp,1785390383.888906,email,corp2,cdn1,tcp,30K,0.54,,,,,
bgp,1785390384.3751757,https,home1,cdn1,tcp,797K,0.53,,,,,
bgp,1785390384.7467675,web,mob1,cdn2,tcp,897K,0.5,,,,,
bgp,1785390384.8241086,http,home2,cdn1,tcp,POST:small.bin,,200.0,1408.43,,,
bgp,1785390385.3802264,abr_stream,corp2,cdn2,tcp,480p:1527K,,,,,False,35.9
bgp,1785390385.459348,abr_stream,corp2,cdn2,tcp,720p:2593K,,,,,False,21.04
bgp,1785390385.538684,abr_stream,corp2,cdn2,tcp,1080p:6811K,,,,,False,22.78
bgp,1785390385.984875,http,mob1,cdn2,tcp,GET:small.bin,,503.0,392.53,,,
bgp,1785390386.538052,video,corp2,cdn1,udp,2127K,0.56,,,,,
bgp,1785390387.410644,http,home2,cdn2,tcp,GET:index.html,,200.0,161.01,,,
bgp,1785390387.6066358,voip,home1,root1,udp,37K,0.48,,,,,
bgp,1785390388.4153483,bulk,mob2,cdn2,tcp,2920K,0.52,,,,,
bgp,1785390388.4377446,http,corp1,origin,tcp,GET:large.bin,,200.0,290.6,,,
bgp,1785390388.9915297,http,corp1,root1,tcp,GET:index.html,,200.0,109.14,,,
bgp,1785390389.5021708,cloud,home2,cdn2,tcp,785K,0.46,,,,,
bgp,1785390390.5461483,streaming,mob2,cdn1,tcp,1093K,0.48,,,,,
bgp,1785390390.7670686,anomaly:dns_amplify,corp2,cdn1,udp,dns_amplification,,,,high,,
bgp,1785390391.2420626,cloud,home2,cdn2,tcp,1280K,0.51,,,,,
bgp,1785390391.7816486,http,home1,cdn2,tcp,POST:small.bin,,200.0,1622.15,,,
bgp,1785390391.9195244,gaming,corp2,cdn1,udp,57K,0.52,,,,,
bgp,1785390392.268761,http,corp2,isp_gw,tcp,GET:index.html,,200.0,115.33,,,
bgp,1785390393.0252402,video,mob1,cdn1,udp,2408K,0.49,,,,,
bgp,1785390394.8821557,https,corp2,root1,tcp,452K,0.52,,,,,
bgp,1785390395.5700045,http,home1,origin,tcp,GET:large.bin,,200.0,2172.02,,,
bgp,1785390395.5702832,web,corp2,origin,tcp,565K,0.46,,,,,
bgp,1785390396.5377212,http,home1,origin,tcp,GET:small.bin,,200.0,200.02,,,
bgp,1785390397.5346818,video,corp1,isp_gw,udp,1068K,0.47,,,,,
bgp,1785390397.6255038,http,mob2,cdn2,tcp,GET:medium.bin,,200.0,561.51,,,
bgp,1785390399.182225,http,corp2,isp_gw,tcp,GET:large.bin,,200.0,1063.46,,,
bgp,1785390399.474229,https,home1,origin,tcp,1074K,0.48,,,,,
bgp,1785390399.9115562,web,corp1,cdn2,tcp,819K,0.49,,,,,
bgp,1785390400.5477395,http,home1,isp_gw,tcp,GET:index.html,,200.0,143.34,,,
bgp,1785390400.6693673,web,mob2,root1,tcp,299K,0.44,,,,,
bgp,1785390400.6858432,abr_stream,home1,origin,tcp,480p:1783K,,,,,False,19.29
bgp,1785390400.8186886,abr_stream,home1,origin,tcp,720p:3015K,,,,,False,23.27
bgp,1785390400.9529047,abr_stream,home1,origin,tcp,1080p:7038K,,,,,False,20.58
bgp,1785390401.0850046,abr_stream,home1,origin,tcp,4K:16904K,,,,,False,27.75
bgp,1785390401.2168756,abr_stream,home1,origin,tcp,4K:12753K,,,,,False,26.61
bgp,1785390401.348988,abr_stream,home1,origin,tcp,4K:15029K,,,,,False,23.89
bgp,1785390401.4824238,abr_stream,home1,origin,tcp,4K:13729K,,,,,False,29.69
bgp,1785390401.6179333,abr_stream,home1,origin,tcp,4K:16334K,,,,,False,26.36
bgp,1785390401.904651,http,mob1,cdn1,tcp,GET:small.bin,,200.0,222.52,,,
bgp,1785390402.303429,gaming,home1,cdn1,udp,43K,0.48,,,,,
bgp,1785390402.729887,http,home1,cdn2,tcp,GET:small.bin,,200.0,131.51,,,
bgp,1785390404.021717,streaming,mob2,cdn1,tcp,1054K,0.49,,,,,
bgp,1785390404.609791,http,home2,isp_gw,tcp,GET:large.bin,,200.0,586.51,,,
bgp,1785390405.237954,video,mob1,root1,udp,1108K,0.44,,,,,
bgp,1785390405.80996,http,mob2,origin,tcp,GET:index.html,,200.0,288.34,,,
bgp,1785390406.3412175,web,corp1,root1,tcp,296K,0.5,,,,,
bgp,1785390406.845747,http,home1,root1,tcp,GET:medium.bin,,200.0,61.66,,,
bgp,1785390407.8687804,http,home1,isp_gw,tcp,GET:large.bin,,200.0,433.02,,,
bgp,1785390407.9280653,web,home1,isp_gw,tcp,937K,0.51,,,,,
bgp,1785390409.3513367,http,mob2,root1,tcp,GET:large.bin,,200.0,135.13,,,
bgp,1785390409.496048,voip,mob2,cdn2,udp,33K,0.51,,,,,
bgp,1785390410.251915,http,home1,origin,tcp,GET:index.html,,200.0,0.02,,,
bgp,1785390410.618147,abr_stream,home1,origin,tcp,480p:1683K,,,,,False,23.04
bgp,1785390410.6182528,abr_stream,home1,origin,tcp,720p:3293K,,,,,False,37.24
bgp,1785390410.6182745,abr_stream,home1,origin,tcp,1080p:5801K,,,,,False,27.45
bgp,1785390410.6182916,abr_stream,home1,origin,tcp,4K:12946K,,,,,False,25.64
bgp,1785390410.9421904,video,corp1,cdn2,udp,2130K,0.5,,,,,
bgp,1785390411.4263651,http,mob2,root1,tcp,GET:index.html,,200.0,133.02,,,
bgp,1785390411.9121733,http,home1,origin,tcp,GET:small.bin,,500.0,140.8,,,
bgp,1785390412.743725,voip,mob1,cdn1,udp,26K,0.51,,,,,
bgp,1785390414.0128367,bulk,home1,cdn1,tcp,3518K,0.49,,,,,
bgp,1785390414.8992884,http,corp2,origin,tcp,POST:medium.bin,,304.0,1648.3,,,
bgp,1785390415.0651777,dns,mob1,isp_gw,udp,9K,0.48,,,,,
bgp,1785390416.0930293,http,home1,isp_gw,tcp,GET:medium.bin,,200.0,0.01,,,
bgp,1785390416.4786074,video,mob1,root1,udp,229K,0.43,,,,,
bgp,1785390417.133899,http,mob1,origin,tcp,GET:index.html,,200.0,243.79,,,
bgp,1785390418.16571,streaming,mob2,root1,tcp,1900K,0.49,,,,,
bgp,1785390418.342039,http,home2,cdn1,tcp,GET:index.html,,200.0,151.07,,,
bgp,1785390418.7109673,dns,corp2,origin,udp,7K,0.48,,,,,
bgp,1785390418.8746903,http,home2,cdn1,tcp,GET:small.bin,,200.0,152.37,,,
bgp,1785390419.4047365,http,home1,root1,tcp,GET:index.html,,200.0,62.96,,,
bgp,1785390419.9262905,http,home2,origin,tcp,GET:small.bin,,200.0,177.85,,,
bgp,1785390420.1911654,web,home1,origin,tcp,48K,0.46,,,,,
bgp,1785390420.6981535,http,corp2,root1,tcp,GET:large.bin,,200.0,49.79,,,
bgp,1785390421.3271096,video,corp2,origin,udp,898K,0.45,,,,,
bgp,1785390421.3685336,http,corp2,root1,tcp,GET:medium.bin,,200.0,50.75,,,
bgp,1785390422.0485651,http,mob2,cdn2,tcp,GET:index.html,,200.0,277.11,,,
bgp,1785390423.216431,email,mob1,isp_gw,tcp,48K,0.41,,,,,
bgp,1785390424.4829211,http,home2,cdn2,tcp,POST:large.bin,,200.0,1468.21,,,
bgp,1785390424.9145143,web,home2,root1,tcp,334K,0.42,,,,,
bgp,1785390425.3644094,bulk,mob1,isp_gw,tcp,3276K,0.47,,,,,
bgp,1785390425.8341055,http,home1,cdn1,tcp,GET:small.bin,,200.0,136.09,,,
bgp,1785390427.0249074,iot,home2,root1,udp,2K,0.48,,,,,
bgp,1785390428.4390194,web,home1,cdn1,tcp,284K,0.48,,,,,
bgp,1785390428.775702,http,corp1,origin,tcp,POST:large.bin,,200.0,1577.56,,,
bgp,1785390429.476898,http,home1,isp_gw,tcp,GET:small.bin,,200.0,149.69,,,
bgp,1785390430.0539849,web,home2,root1,tcp,343K,0.44,,,,,
bgp,1785390430.6299362,http,corp2,origin,tcp,GET:medium.bin,,200.0,181.26,,,
bgp,1785390431.5331955,bulk,home2,root1,tcp,1125K,0.44,,,,,
bgp,1785390432.013132,http,home1,root1,tcp,GET:large.bin,,200.0,61.41,,,
bgp,1785390433.0818849,http,home2,cdn1,tcp,GET:medium.bin,,200.0,642.17,,,
bgp,1785390433.257699,dns,mob1,isp_gw,udp,7K,0.4,,,,,
bgp,1785390434.1352713,http,corp1,origin,tcp,GET:small.bin,,404.0,125.21,,,
bgp,1785390434.3262026,dns,corp1,cdn2,udp,6K,0.43,,,,,
bgp,1785390434.7688096,video,corp1,cdn2,udp,941K,0.39,,,,,
bgp,1785390435.5451238,web,home1,origin,tcp,632K,0.42,,,,,
bgp,1785390435.6576357,http,corp2,cdn1,tcp,GET:medium.bin,,404.0,396.19,,,
bgp,1785390436.4810257,http,mob1,root1,tcp,GET:medium.bin,,200.0,0.02,,,
bgp,1785390436.855911,cloud,mob2,origin,tcp,500K,0.46,,,,,
bgp,1785390436.966127,http,mob1,root1,tcp,GET:index.html,,200.0,0.01,,,
bgp,1785390437.3673494,http,mob1,origin,tcp,GET:index.html,,200.0,0.02,,,
bgp,1785390437.590744,web,corp2,isp_gw,tcp,506K,0.45,,,,,
bgp,1785390437.672058,http,mob1,root1,tcp,GET:small.bin,,200.0,0.01,,,
bgp,1785390438.2161765,http,home2,cdn1,tcp,GET:small.bin,,200.0,152.87,,,
bgp,1785390438.2896967,bulk,home1,cdn1,tcp,3182K,0.4,,,,,
bgp,1785390438.829573,video,home2,origin,udp,422K,0.45,,,,,
bgp,1785390439.5281782,http,corp1,isp_gw,tcp,POST:small.bin,,200.0,0.02,,,
bgp,1785390440.4141395,http,mob1,root1,tcp,GET:small.bin,,200.0,104.29,,,
bgp,1785390440.486188,web,home1,cdn2,tcp,910K,0.47,,,,,
bgp,1785390440.877362,video,home1,root1,udp,1147K,0.39,,,,,
bgp,1785390441.5260415,http,mob2,origin,tcp,GET:small.bin,,200.0,424.26,,,
bgp,1785390441.5423114,web,home2,cdn1,tcp,679K,0.45,,,,,
bgp,1785390441.9927456,http,home1,root1,tcp,GET:small.bin,,500.0,58.94,,,
bgp,1785390443.5833929,p2p,home1,root1,tcp,1951K,0.46,,,,,
bgp,1785390444.4823673,http,mob1,origin,tcp,POST:large.bin,,200.0,2122.79,,,
bgp,1785390444.9381073,video,home1,cdn1,udp,1576K,0.44,,,,,
bgp,1785390445.421126,iot,mob1,origin,udp,3K,0.44,,,,,
bgp,1785390445.4555335,http,home2,isp_gw,tcp,GET:large.bin,,200.0,542.74,,,
bgp,1785390446.9697497,http,home1,root1,tcp,GET:medium.bin,,200.0,67.96,,,
bgp,1785390447.4062057,voip,corp1,origin,udp,20K,0.4,,,,,
bgp,1785390447.9898796,http,corp2,cdn1,tcp,GET:medium.bin,,404.0,165.42,,,
bgp,1785390448.2400231,web,corp2,cdn2,tcp,624K,0.41,,,,,
bgp,1785390449.5336518,http,home2,root1,tcp,GET:small.bin,,200.0,73.38,,,
bgp,1785390450.119855,gaming,mob1,isp_gw,udp,43K,0.38,,,,,
bgp,1785390450.6522925,http,mob1,isp_gw,tcp,GET:index.html,,200.0,233.09,,,
bgp,1785390451.3405647,web,mob2,cdn2,tcp,134K,0.41,,,,,
bgp,1785390451.7843158,burst,"home2,mob2,corp1",cdn2,tcp,high,0.43,,,,,
bgp,1785390452.777946,anomaly:udp_flood,corp2,cdn1,udp,port=53 count=98,,,,critical,,
bgp,1785390453.120645,p2p,mob2,isp_gw,tcp,1817K,0.41,,,,,
bgp,1785390453.3906474,http,corp1,isp_gw,tcp,POST:small.bin,,200.0,2246.96,,,
bgp,1785390453.692479,video,corp1,isp_gw,udp,229K,0.38,,,,,
bgp,1785390454.783068,ssh,corp2,cdn1,tcp,11K,0.41,,,,,
bgp,1785390455.433663,ssh,mob1,origin,tcp,13K,0.44,,,,,
bgp,1785390456.338066,cloud,home1,root1,tcp,878K,0.39,,,,,
bgp,1785390456.6509707,http,corp1,root1,tcp,POST:large.bin,,200.0,2754.15,,,
bgp,1785390457.8185,web,home2,cdn1,tcp,67K,0.4,,,,,
bgp,1785390459.3299243,email,mob1,root1,tcp,32K,0.38,,,,,
bgp,1785390460.7231586,http,corp1,cdn1,tcp,POST:index.html,,200.0,3277.43,,,
bgp,1785390461.261872,cloud,corp2,cdn2,tcp,135K,0.38,,,,,
bgp,1785390461.9635105,dns,mob2,cdn2,udp,6K,0.39,,,,,
bgp,1785390462.3181624,bulk,home1,root1,tcp,1674K,0.37,,,,,
bgp,1785390462.5537724,http,mob2,origin,tcp,GET:large.bin,,500.0,1162.75,,,
bgp,1785390463.2465332,http,corp1,root1,tcp,GET:large.bin,,404.0,45.81,,,
bgp,1785390464.3024151,web,mob1,isp_gw,tcp,212K,0.4,,,,,
bgp,1785390464.7793906,anomaly:data_exfil,corp2,isp_gw,tcp,exfil_rate=820K,,,,critical,,
bgp,1785390464.8196917,web,corp1,root1,tcp,678K,0.45,,,,,
bgp,1785390464.9259503,http,home1,origin,tcp,GET:large.bin,,200.0,568.02,,,
bgp,1785390465.1735582,video,corp2,root1,udp,560K,0.41,,,,,
bgp,1785390466.5633368,http,home2,cdn1,tcp,GET:index.html,,200.0,1173.87,,,
bgp,1785390466.669008,video,corp1,origin,udp,1367K,0.37,,,,,
bgp,1785390467.1020975,http,mob1,origin,tcp,GET:small.bin,,200.0,228.0,,,
bgp,1785390467.6994383,dns,mob1,cdn1,udp,8K,0.45,,,,,
bgp,1785390467.9428947,http,corp1,origin,tcp,GET:small.bin,,200.0,86.31,,,
bgp,1785390468.8306282,http,corp2,cdn2,tcp,GET:large.bin,,200.0,0.02,,,
bgp,1785390468.8344898,abr_stream,corp2,origin,tcp,480p:1483K,,,,,False,32.37
bgp,1785390468.921172,abr_stream,corp2,origin,tcp,720p:2772K,,,,,False,29.53
bgp,1785390469.006347,abr_stream,corp2,origin,tcp,1080p:6779K,,,,,False,32.15
bgp,1785390469.0932505,abr_stream,corp2,origin,tcp,4K:16473K,,,,,False,36.69
bgp,1785390469.4385917,video,home1,root1,udp,1064K,0.36,,,,,
bgp,1785390469.7951126,http,corp1,isp_gw,tcp,GET:small.bin,,200.0,120.39,,,
bgp,1785390471.073846,web,home2,isp_gw,tcp,572K,0.44,,,,,
bgp,1785390472.7271152,bulk,corp1,root1,tcp,1979K,0.4,,,,,
bgp,1785390473.9921355,http,mob2,isp_gw,tcp,GET:large.bin,,200.0,3434.55,,,
bgp,1785390474.4814343,web,mob1,origin,tcp,449K,0.37,,,,,
bgp,1785390475.7865028,email,home1,isp_gw,tcp,36K,0.42,,,,,
bgp,1785390476.254684,voip,corp2,cdn1,udp,27K,0.38,,,,,
bgp,1785390476.808426,gaming,corp1,root1,udp,42K,0.35,,,,,
bgp,1785390477.565366,http,home1,isp_gw,tcp,GET:large.bin,,200.0,2090.71,,,
bgp,1785390478.7625208,dns,mob1,isp_gw,udp,2K,0.44,,,,,
bgp,1785390479.4421513,voip,mob2,root1,udp,24K,0.37,,,,,
bgp,1785390480.2018466,http,corp1,root1,tcp,POST:small.bin,,200.0,2105.74,,,
bgp,1785390481.0461698,https,mob1,isp_gw,tcp,732K,0.44,,,,,
bgp,1785390481.7810457,http,mob1,root1,tcp,GET:medium.bin,,200.0,294.98,,,
bgp,1785390482.3341784,video,home1,origin,udp,540K,0.4,,,,,
bgp,1785390482.777827,https,home1,cdn2,tcp,391K,0.37,,,,,
bgp,1785390483.2555645,web,home1,isp_gw,tcp,485K,0.39,,,,,
bgp,1785390485.874066,http,corp2,cdn1,tcp,POST:index.html,,200.0,2691.93,,,
bgp,1785390487.872288,https,corp2,cdn1,tcp,102K,0.36,,,,,
bgp,1785390488.8063622,http,home2,isp_gw,tcp,POST:large.bin,,200.0,1694.52,,,
bgp,1785390489.494251,email,mob2,cdn2,tcp,20K,0.35,,,,,
bgp,1785390490.082944,http,home2,cdn2,tcp,GET:small.bin,,200.0,661.13,,,
bgp,1785390491.200977,web,home1,cdn1,tcp,193K,0.39,,,,,
bgp,1785390491.4286633,http,home1,isp_gw,tcp,GET:large.bin,,301.0,579.76,,,
bgp,1785390491.5501328,video,mob2,cdn1,udp,2023K,0.43,,,,,
bgp,1785390493.0709264,gaming,home1,root1,udp,53K,0.43,,,,,
bgp,1785390494.774885,http,mob2,root1,tcp,POST:large.bin,,200.0,2389.09,,,
bgp,1785390494.868206,video,home2,isp_gw,udp,413K,0.43,,,,,
bgp,1785390495.7541685,http,corp1,root1,tcp,GET:small.bin,,200.0,49.01,,,
bgp,1785390496.5261605,http,home1,root1,tcp,GET:small.bin,,200.0,61.63,,,
bgp,1785390496.7337272,video,mob2,root1,udp,1334K,0.35,,,,,
bgp,1785390497.0806274,bulk,mob1,cdn2,tcp,778K,0.35,,,,,
bgp,1785390498.2115316,http,mob2,cdn2,tcp,GET:small.bin,,200.0,282.56,,,
bgp,1785390498.9669828,gaming,mob1,root1,udp,36K,0.39,,,,,
bgp,1785390499.7740562,http,home2,root1,tcp,GET:medium.bin,,404.0,73.59,,,
bgp,1785390499.8209813,video,home1,isp_gw,udp,1715K,0.43,,,,,
bgp,1785390500.179829,web,corp2,root1,tcp,677K,0.43,,,,,
bgp,1785390500.746075,http,home2,origin,tcp,GET:medium.bin,,200.0,340.11,,,
bgp,1785390501.5606303,web,mob2,root1,tcp,161K,0.38,,,,,
bgp,1785390502.224659,web,corp1,isp_gw,tcp,704K,0.37,,,,,
bgp,1785390503.1097496,http,mob2,cdn1,tcp,GET:large.bin,,200.0,1237.86,,,
bgp,1785390503.65679,web,home1,cdn1,tcp,133K,0.4,,,,,
bgp,1785390503.8346148,http,corp2,cdn1,tcp,GET:small.bin,,200.0,364.64,,,
bgp,1785390504.229668,video,home1,cdn1,udp,1717K,0.43,,,,,
bgp,1785390505.0755143,anomaly:port_scan,corp2,root1,tcp,ports=797-809,,,,medium,,
bgp,1785390505.2791326,cloud,mob1,root1,tcp,192K,0.44,,,,,
bgp,1785390506.675878,http,corp1,root1,tcp,POST:large.bin,,200.0,1632.53,,,
bgp,1785390506.7057135,web,corp2,isp_gw,tcp,259K,0.4,,,,,
bgp,1785390508.4378054,http,mob1,cdn1,tcp,GET:medium.bin,,200.0,443.18,,,
bgp,1785390508.5826836,ssh,mob1,cdn1,tcp,7K,0.38,,,,,
bgp,1785390509.0531464,web,home2,isp_gw,tcp,337K,0.39,,,,,
bgp,1785390509.921685,bulk,corp2,cdn2,tcp,1625K,0.37,,,,,
bgp,1785390509.9260914,http,home1,cdn2,tcp,GET:small.bin,,200.0,137.46,,,
bgp,1785390510.4813375,video,mob1,cdn2,udp,2062K,0.44,,,,,
bgp,1785390511.0542524,cloud,corp2,cdn2,tcp,634K,0.35,,,,,
bgp,1785390511.364263,bulk,mob2,root1,tcp,997K,0.34,,,,,
bgp,1785390512.242663,web,mob1,isp_gw,tcp,214K,0.44,,,,,
bgp,1785390512.6924582,http,mob2,origin,tcp,POST:small.bin,,200.0,2070.64,,,
bgp,1785390512.742163,p2p,home2,origin,tcp,1130K,0.35,,,,,
bgp,1785390513.1471884,http,corp1,root1,tcp,GET:small.bin,,200.0,49.07,,,
bgp,1785390513.1626494,web,corp1,cdn2,tcp,78K,0.37,,,,,
bgp,1785390514.3380206,email,home2,isp_gw,tcp,29K,0.39,,,,,
bgp,1785390515.193983,iot,home1,origin,udp,4K,0.43,,,,,
bgp,1785390515.4428613,http,home2,cdn2,tcp,POST:index.html,,301.0,1524.87,,,
bgp,1785390515.5821002,dns,corp1,cdn1,udp,7K,0.43,,,,,
bgp,1785390516.0149214,email,mob2,root1,tcp,42K,0.37,,,,,
bgp,1785390516.2019804,abr_stream,corp1,root1,tcp,480p:1673K,,,,,False,33.83
bgp,1785390516.248755,abr_stream,corp1,root1,tcp,720p:2580K,,,,,False,29.56
bgp,1785390516.2939963,abr_stream,corp1,root1,tcp,1080p:7136K,,,,,False,26.97
bgp,1785390516.3417654,abr_stream,corp1,root1,tcp,4K:13060K,,,,,False,33.54
bgp,1785390516.422907,abr_stream,corp1,root1,tcp,4K:15708K,,,,,False,23.61
